Reference Handle,Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Auntie Jummy's Candy & Snacks,New Quantity Auntie Jummy's Candy & Snacks,Stock Alert Enabled Auntie Jummy's Candy & Snacks,Stock Alert Count Auntie Jummy's Candy & Snacks
#hershey-s-mr-goodbar-chocolate-with-peanuts-xl-candy-4-4-oz-regular,FNCTI5AXMKV6JWEVNXZZM2QW,Hershey S Mr. Goodbar Chocolate with Peanuts XL Candy 4.4 Oz,Regular,442918R,,,,,,,34000173150,,Physical good,,,,,,,,3.4,,N,,,,,,,12,,,
#hershey-s-nuggets-milk-chocolate-almonds-candy-10-2-oz-regular,EQBQZ5GXRPS3GLZRUXMQKVYL,Hershey S Nuggets Milk Chocolate Almonds Candy 10.2 oz,Regular,8961109,,Cookies > candy,Cookies > candy,,,,34000018758,,Physical good,,,,,,,,6.99,,N,,,,,,,2,,,
#hershey-s-special-dark-mildly-sweet-dark-chocolate-candy-4-25oz-regular,7LD56XXR2FO577LUD27K4CN5,Hershey S Special Dark Mildly Sweet Dark Chocolate Candy 4.25oz,Regular,A189259,,water > Snacks,water > Snacks,,,,34000174140,visible,Physical good,,,,,,,,3.55,,N,,,,N,,,,,,
#hershey-s-symphony-milk-chocolate-toffee-xl-candy-4-25-oz-regular,6GZF2I7MBFOVBNW5F3ONXNZG,Hershey S Symphony Milk Chocolate Toffee XL Candy 4.25 Oz,Regular,976302T,,,,,,,34000177141,,Physical good,,,,,,,,3.4,,N,,,,,,,0,,,
#hershey-s-symphony-milk-chocolate-xl-candy-4-25-oz-regular,JKSLBJ6FWKMDT5BL4KFGZG4W,Hershey S Symphony Milk Chocolate XL Candy 4.25 oz,Regular,287774Q,,,,,,,34000175147,,Physical good,,,,,,,,3.4,,N,,,,,,,0,,,
#hershey-s-kisses-strawberry-ice-cream-cone-flavored-share-bag-candy-9oz-regular,JYBBXN7FXZ2YKTIB5CXDM7IA,Hershey's Kisses Strawberry Ice Cream Cone Flavored Share Bag Candy 9oz,Regular,484579H,,Cookies > candy,Cookies > candy,,,,34000945207,,Physical good,,,,,,,,6.99,,N,,,,,,,-2,,,
#hershey-s-kit-kat-miniatures-milk-chocolate-crisp-wafers-wrapped-net-3-oz-regular,HNG3XPGZCKKFGCFXHADHBXH4,Hershey's Kit Kat Miniatures Milk Chocolate Crisp Wafers Wrapped Net 3 Oz,Regular,Q573473,,Cookies > candy,Cookies > candy,,,,34000940172,,Physical good,,,,,,,,1.99,,N,,,,,,,2,,,
#hershey-s-milk-chocolate-1-55-oz-regular,EOOG2RZYBRNVZMRRWUOSYPDN,Hershey's Milk Chocolate 1.55 oz,Regular,B147137,,Cookies > candy,Cookies > candy,,,,3424005,,Physical good,,,,,,,,1.99,,N,,,,,,,35,,,
#hershey-s-milk-chocolate-10-35oz-snack-size-regular,R7NR5S6MRUW77I4NPMXXPCFG,Hershey's Milk Chocolate 10.35oz Snack Size,Regular,34000459698,,Cookies > candy,Cookies > candy,,,,34000459698,,Physical good,,,,,,,,6.99,,N,,,,,,,2,,,
#hershey-s-milk-chocolate-candy-almonds-and-salted-pretzels-bark-bag-6-oz-regular,QWTFEKTRYD7ND4NZKJIQF6OO,"Hershey's Milk Chocolate Candy, Almonds and Salted Pretzels Bark Bag 6.oz",Regular,5996453,,Cookies > candy,Cookies > candy,,,,34000454983,,Physical good,,,,,,,,6.99,,N,,,,,,,2,,,
#hershey-s-mr-goodbar-milk-chocolate-and-peanut-bars-10-5-oz--regular,S5BIOCKQ533HNDQ3ON5XY5A7,"Hershey's Mr. Goodbar Milk Chocolate and Peanut Bars, 10.5 oz.",Regular,N385372,,water > Snacks,water > Snacks,,,,34000293056,visible,Physical good,,,,,,,,10,,N,,,,N,,,,,,
#hershey-s-mr-goodbar-miniatures-chocolate-bars-w-peanuts-net-2-7-oz-regular,K2P3DIIVFYE6C67HZAD6ACJI,Hershey's Mr.Goodbar Miniatures Chocolate Bars w/ Peanuts net 2.7 oz,Regular,804121Y,,Cookies > candy,Cookies > candy,,,,34000243075,,Physical good,,,,,,,,1.99,,N,,,,,,,5,,,
#hershey-s-nuggets-with-almonds-share-size-chocolate-candy-regular,Q4QAI623HGSA2LBA2YLW6R2F,Hershey's Nuggets with Almonds Share Size Chocolate Candy,Regular,1677700,,Cookies > candy,Cookies > candy,,,,34000018701,,Physical good,,,,,,,,6.99,,N,,,,,,,2,,,
#hersheys-kisses-milk-chocolate-bulk-lot-of-40-peg-bags-2-5-regular,ONAW7OZ65PH673LUSPUK3MMI,Hersheys Kisses Milk Chocolate Bulk Lot of 40 Peg Bags 2.5,Regular,8645239,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,1.99,,N,,,,,,,4,,,
#hersheys-kisses-milk-chocolate-bulk-lot-of-40-peg-bags-2-5-1-regular,SAKI3ESJE6IGTQYVZ7LDOW42,Hersheys Kisses Milk Chocolate Bulk Lot of 40 Peg Bags 2.5 [a924744],Regular,A924744,,,,,,,34000940165,,Physical good,,,,,,,,1.99,,N,,,,,,,0,,,
#hersheys-with-almonds-10-35oz-regular,REI6CLHLYLF2M3FACXBOSZAE,Hersheys With Almonds 10.35oz,Regular,34000093519,,Cookies > candy,Cookies > candy,,,,34000093519,,Physical good,,,,,,,,6.99,,N,,,,,,,2,,,
#hi-chew-sweet-sour-watermelon-4-count-immensely-fruity-intensely-chewy-candy-1-94-oz-regular,YG5FCKIWCIESVA3AMC65T5FG,Hi Chew Sweet & Sour Watermelon (4 Count) Immensely Fruity Intensely Chewy Candy 1.94 Oz,Regular,6475990,,,,,,,,,Physical good,,,,,,,,1.99,,N,,,,N,,,4,,,
#hi-chew-assorted-fantasy-mix-fruity-juicy-chewy-candy-1-9oz-regular,5QKN365XXELEXRYAAB6RSZ37,Hi-Chew -Assorted Fantasy Mix- Fruity Juicy Chewy Candy 1.9oz,Regular,C973287,,Cookies > candy,Cookies > candy,,,,57983004279,,Physical good,,,,,,,,1.99,,N,,,,,,,4,,,
#hi-chew-grape-and-strawberry-candy-1-94-oz-regular,RVWSGYVFYDYBNFNFBYK6OWN6,Hi-Chew Grape and Strawberry Candy 1.94 oz,Regular,3893526,,Cookies > candy,Cookies > candy,,,,8.50018E+11,,Physical good,,,,,,,,1.99,,N,,,,,,,3,,,
#hi-chew-green-apple-and-mango-1-94oz-regular,VQNV2LAWPUQJGHD3R625JMD4,Hi-chew Green Apple and Mango 1..94oz,Regular,Y224008,,Cookies > candy,Cookies > candy,,,,8.50018E+11,,Physical good,,,,,,,,1.99,,N,,,,N,,,3,,,
#hi_chew-imensely-fruity-candy-1-94-oz-regular,3XAFYPXSG4A5WNGYILXPX3C5,Hi_Chew Imensely Fruity Candy 1.94 Oz,Regular,1061976,,Cookies > candy,Cookies > candy,,,,8.5007E+11,,Physical good,,,,,,,,1.99,,N,,,,,,,4,,,
#hidden-valley-ranch-dressing-dipping-sauce-ranch-dressing-and-pizza-topping-gluten-free-salad-dressing-regular,4WPVQV7K3C5T3XAOYL6UBH55,"Hidden Valley Ranch Dressing & Dipping Sauce, Ranch Dressing and Pizza Topping, Gluten Free Salad Dressing",Regular,N570874,,Dip sause,Dip sause,,,,71100005509,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#honey-bun-regular,PAZM72QUMLTWIFDR32YOEOO3,Honey Bun,Regular,185878Z,,snacks,snacks,,,,24300865404,,Physical good,,,,,,,,2.19,,N,,,,,,,11,,,
#honey-buns-regular,HNQVSCJL5NABDM54GVKXQZXE,Honey Buns,Regular,5408031,,water > Snacks,water > Snacks,,,,24300043024,visible,Physical good,,,,,,,,variable,,N,,,,N,,,12,,,
#honey-buns-1-regular,UABPNXK3IAF7AALHV5FA5EDR,Honey Buns [102420e],Regular,102420E,,water > Snacks,water > Snacks,,,,24300041020,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#hostess-honeybun-donettes-bag-10-5-ounces-regular,4MURYQECKO76ZKQ7XVLBYUND,Hostess Honeybun Donettes Bag 10.5 ounces,Regular,1174411,,water > Snacks,water > Snacks,,,,8.88109E+11,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#hot-tamales-fierce-cinnamon-0-78-oz-box-regular,VTV6MEMMYJIZ44BDKZOH5ZUR,Hot Tamales Fierce Cinnamon 0.78 oz. Box,Regular,8183350,,Cookies > candy,Cookies > candy,,,,70970475412,,Physical good,,,,,,,,0.33,,N,,,,,,,9,,,
#hot-tamales-fierce-cinnamon-candy-regular,C57EJ5O23M4FPF7I6DK2KNYT,Hot Tamales Fierce Cinnamon Candy,Regular,413594J,,Cookies > candy,Cookies > candy,,,,70970475313,visible,Physical good,,,,,,,,1.89,,N,,,,N,,,40,,,
#hsyngt-spdrk-10-2oz-6-regular,VE4QPG2EDUZOEJYRRD5OMLSK,Hsyngt Spdrk 10.2oz 6,Regular,F096953,,,,,,,34000018727,,Physical good,,,,,,Y,Y,6.99,,N,,,,,,,-1,,,
#hsyngt-spdrk-10-2oz-6-1-regular,H5GWF4QFMOCMSYHVGHLSQLAI,Hsyngt Spdrk 10.2oz 6 [207942r],Regular,207942R,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,variable,,N,,,,,,,3,,,
#hubba-bubba-bubble-tape-gum-tangy-tropic-regular,O624CRRDLEQV4EVHMJE3KMQA,"Hubba Bubba Bubble Tape Gum, Tangy Tropic",Regular,M593237,,Cookies > candy,Cookies > candy,,,,22000002785,,Physical good,,,,,,,,2.25,,N,,,,N,,,1,,,
#hubba-bubba-bubble-tape-sour-blue-raspberry-6-feet-gum-56-7gm-regular,7VL3A2Y7ZBQR4DAVGJM655G7,Hubba Bubba Bubble Tape Sour Blue Raspberry 6 feet Gum 56.7gm,Regular,P258029,,Cookies > candy,Cookies > candy,,,,22000016935,,Physical good,,,,,,,,2.25,,N,,,,N,,,2,,,
#hubba-bubba-original-bubble-gum-tape-regular,KNJMKY6F6WIZNZ4KYBYWDLCB,Hubba Bubba Original Bubble Gum Tape,Regular,7197482,,Cookies > candy,Cookies > candy,,,,22110079806,,Physical good,,,,,,,,2.25,,N,,,,N,,,8,,,
#hydrodipped-blue-skulls-tumbler-regular,JCOGH3OGE5IVCHUBKG4BO5PO,Hydrodipped Blue Skulls Tumbler,Regular,314310X,,,,,,,12000811319,,Physical good,,,,,,,,2.5,,N,,,,,,,-1,,,
#ice-breaker-ice-cube-peppermint-40-pieces-regular,2Y7GZXTRE5I7ZDT3N65P5WOK,Ice Breaker Ice Cube Peppermint 40 Pieces,Regular,7549933,,Cookies > candy,Cookies > candy,,,,3484308,,Physical good,,,,,,,,5.25,,N,,,,N,,,4,,,
#ice-cream-regular,647OVP2A5BRFKUTDODOKMSCD,Ice Cream,Regular,A663984,,Ice cream,Ice cream,,,,41548047850,visible,Physical good,,,,,,,,6.99,,N,,,,N,,,6,,,
#ice-cream-1-regular,Q2UJ5NJSQSR65J2EXLKUDJ7L,Ice Cream [4769524],Regular,4769524,,Ice cream,Ice cream,,,,41548001852,visible,Physical good,,,,,,,,6.99,,N,,,,N,,,5,,,
#ice-cream-bars-regular,X62TBC3I3JVB3MTV2YOZCPDV,Ice Cream Bars,Regular,G995134,,Ice cream,Ice cream,,,,47677000513,visible,Physical good,,,,,,,,6.49,,N,,,,N,,,10,,,
#icebreaker-ice-cube-artic-grape-regular,YTAAYMQOJ4XI6I4ALGNZMXSA,Icebreaker ice cube Artic grape,Regular,3454501,,,,,,,,,Physical good,,,,,,,,5.25,,N,,,,,,,2,,,
#iced-honey-bun-regular,Y6EMMZA3QRP5I6FJWNPJCBEW,Iced Honey Bun,Regular,3342025,,snacks,snacks,,,,24300865411,,Physical good,,,,,,,,2.19,,N,,,,,,,10,,,
#ionized-hydration-purified-water-regular,TGFTKVCBNCRTL7S64GNNLUOT,Ionized Hydration Purified Water,Regular,2964028,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,variable,,N,,,,,,,12,,,
#ionized-hydration-purified-water-50-7oz-regular,BZSEYX4RL7RUPHUC3BUJ7A3I,Ionized Hydration Purified Water 50.7oz,Regular,4196964,,water,water,,,,,,Physical good,,,,,,,,variable,,N,,,,,,,12,,,
#java-monster-energy-drink-regular,MY4G6RDCZNKPZYA4IV7Z7E3V,Java Monster Energy Drink,Regular,4976952,,Chips > Drinks,Chips > Drinks,,,,70847812609,,Physical good,,,,,,,,2.99,,N,,,,,,,10,,,
#java-monster-loca-moca-coffee-energy-drink-regular,X6KOZADKOYZBINXO3MR2DALJ,"Java Monster Loca Moca, Coffee + Energy Drink",Regular,2912097,,Chips > Drinks,Chips > Drinks,,,,70847612715,,Physical good,,,,,,,,2.99,,N,,,,N,,,36,,,
#java-monster-loca-moca-coffee-energy-drink-1-regular,PHBEPJ7I4Q3MDFLP7EIO5DNC,"Java Monster Loca Moca, Coffee + Energy Drink [3318798]",Regular,3318798,,Chips > Drinks,Chips > Drinks,,,,70847812715,,Physical good,,,,,,,,2.99,,N,,,,,,,12,,,
#jelly-belly-tiny-bean-machine-3oz-regular,DCTS76W6XS3YZW3KS4NUUE7A,Jelly Belly Tiny Bean Machine  3oz,Regular,118088D,,Candy,Candy,,,,71570017675,,Physical good,,,,,,Y,Y,5.5,,N,,,,,,,-1,,,
#jojo-s-chocolate-original-dark-chocolate-bites-10-0-oz-regular,7RP4SAJ7LINWE27Z7GTINP7N,Jojo S Chocolate Original Dark Chocolate Bites 10.0 oz,Regular,J752810,,Candy,Candy,,,,8.50008E+11,,Physical good,,,,,,Y,Y,13.99,,N,,,,,,,2,,,
#jolly-rancher-freeze-dried-regular,DWTO7KH7ECJOTLX4ND3GKARP,Jolly Rancher Freeze Dried,Regular,V765430,,water > Snacks,water > Snacks,,,,22277773456,,Physical good,,,,,,Y,Y,2.99,,N,,,,,,,14,,,
#jolly-rancher-freeze-dried-original-flavors-candy-2-oz--regular,ZQGAOY5YQQMXP3C6XKLHPV6C,"Jolly Rancher Freeze Dried Original Flavors Candy, 2 oz.",Regular,139377F,,Cookies > candy,Cookies > candy,,,,10700557681,,Physical good,,,,,,,,2.99,,N,,,,,,,16,,,
#jolly-rancher-gummies-13oz-regular,M5ZZ2PNGCMZGKTZWJP7FDHYB,Jolly Rancher Gummies 13oz,Regular,V649845,,,,,,,10700858832,visible,Physical good,,,,,,,,6.25,,N,,,,N,,,,,,
#jolly-rancher-ropes-blue-raspberry-and-cherry-flavored-candy-laydown-bag-10oz--regular,A7CBEXRWVKSW76F3OZGREQQC,Jolly Rancher Ropes Blue Raspberry and Cherry Flavored Candy Laydown Bag 10oz.,Regular,8839602,,Cookies > candy,Cookies > candy,,,,10700557261,,Physical good,,,,,,,,4.75,,N,,,,N,,,8,,,
#jolly-rancher-ropes-watermelon-and-green-apple-flavored-candy-regular,5C7KOZE2LX5OXVJCROWU2Z4I,Jolly Rancher Ropes Watermelon and Green Apple Flavored Candy,Regular,944072G,,,,,,,10700557254,,Physical good,,,,,,,,8.5,,N,,,,,,,-1,,,
#jolly-rancher-sour-gummies-13oz-regular,XXVVQAVIPNQYNPMVOF7UKTNP,Jolly Rancher sour Gummies 13oz,Regular,B068269,,Cookies > candy,Cookies > candy,,,,,visible,Physical good,,,,,,,,6.25,,N,,,,N,,,,,,
#kit-kat-wafer-xl-candy-bar-milk-chocolate-wafer-regular,YAONMASRCIWMKHNVHF2U72LR,"KIT KAT Wafer XL, Candy, Bar Milk Chocolate Wafer",Regular,L587879,,,,,,,34000176229,visible,Physical good,,,,,,,,3.29,,N,,,,N,,,12,,,
#kit-kat-milk-chocolate-wafer-snack-size-candy-0-49-oz-regular,6YOZEIG73XALCQHEZHGEOI7F,KIT KAT® Milk Chocolate Wafer Snack Size Candy 0.49 oz,Regular,9401384,,water > Snacks,water > Snacks,,,,34000088034,visible,Physical good,,,,,,,,4.25,,N,,,,N,,,,,,
#kit-kat-minis-unwrapped-milk-chocolate-wafer-candy-7-6-oz-regular,YTBMO5BJJM3FEMDLQVWL7335,KIT KAT® Minis Unwrapped Milk Chocolate Wafer Candy 7.6 oz,Regular,146958Q,,Cookies > candy,Cookies > candy,,,,34000236831,,Physical good,,,,,,,,1.99,,N,,,,,,,3,,,
#kit-kat-minis-unwrapped-milk-chocolate-wafer-candy-7-6-oz-1-regular,TVYPIO5QIF7XN3W2CR6M5L6B,KIT KAT® Minis Unwrapped Milk Chocolate Wafer Candy 7.6 oz [7260619],Regular,7260619,,Cookies > candy,Cookies > candy,,,,34000996629,visible,Physical good,,,,,,,,6.99,,N,,,,N,,,10,,,
#keebler-chips-deluxe-cookies-rainbow-with-m-ms-9-75-oz-regular,77EU4VVQDHT5WNAOG2DKCXIS,Keebler Chips Deluxe Cookies Rainbow with M&Ms 9.75 oz,Regular,2496408,,,,,,,27800067941,,Physical good,,,,,,Y,Y,4.5,,N,,,,,,,0,,,
#keebler-chips-deluxe-milk-chocolate-m-m-s-chocolate-candies-cookies-regular,UVLFTZTTXKLGN55ZP577WIUK,Keebler Chips Deluxe Milk Chocolate M&M S Chocolate Candies Cookies,Regular,K830346,,Cookies,Cookies,,,,27800067781,,Physical good,,,,,,,,5.99,,N,,,,,,,2,,,
#keebler-coconut-dreams-fudge-caramel-cookies-oz-regular,G3Y2BHZ774UYNWDXYIWWYKSW,Keebler Coconut Dreams Fudge Caramel Cookies oz,Regular,D836605,,Cookies,Cookies,,,,27800063943,,Physical good,,,,,,,,4,,N,,,,,,,4,,,
#keebler-fudge-stripe-cookies-regular,4HR4UTZBFVSD6JOENEBAUNOK,Keebler Fudge Stripe Cookies,Regular,536827B,,,,,,,,,Physical good,,,,,,,,variable,,N,,,,,,,4,,,
#keebler-fudge-stripe-cookies-1-regular,2ESYCLCL4YARIO7JFDR6CVYI,Keebler Fudge Stripe Cookies [27800065701],Regular,27800065701,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,5,,N,,,,N,,,4,,,
#kellogg-s-10003-famous-amos-cookies-chocolate-chip-2-oz-snack-pack-regular,WBSZCBQJNJ77TMATVKGUPZ6S,"Kellogg's 10003 Famous Amos Cookies, Chocolate Chip, 2 Oz Snack Pack",Regular,551081K,,Cookies,Cookies,,,,76677100145,,Physical good,,,,,,,,1,,N,,,,,,,42,,,
#kellogg-s-pop-tarts-frosted-brown-sugar-cinnamon-14oz-regular,N5AEN3C7WP4XM5UO25576TK7,Kellogg's Pop-Tarts Frosted Brown Sugar Cinnamon 14oz,Regular,509902R,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,4.25,,N,,,,N,,,4,,,
#kellogg-s-pop-tarts-frosted-brown-sugar-cinnamon-14oz-1-regular,HEVLHMDDJRQV7WKRCEGRGPR4,Kellogg's Pop-Tarts Frosted Brown Sugar Cinnamon 14oz [s603613],Regular,S603613,,water > Snacks,water > Snacks,,,,38000311307,,Physical good,,,,,,,,4.25,,N,,,,,,,1,,,
#kellogg-s-pop-tarts-frosted-strawberry-3-67oz-regular,5JNR3XYPALMIP5CY4PHOY7DH,Kellogg's Pop-Tarts Frosted Strawberry 3.67oz,Regular,275627M,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,4.25,,N,,,,N,,,6,,,
#kellogg-s-pop-tarts-frosted-strawberry-3-67oz-1-regular,IPH6O6GGGTX6VNT5C6Q542WA,Kellogg's Pop-Tarts Frosted Strawberry 3.67oz [5853011],Regular,5853011,,,,,,,38000317309,,Physical good,,,,,,Y,Y,4.25,,N,,,,,,,-1,,,
#kellogg-s-pringles-crisps-ranch-5-5oz-regular,4JM6UGPCYIRFL3EV5LPWDDN2,Kellogg's Pringles Crisps Ranch 5.5oz,Regular,Z982679,,,,,,,,,Physical good,,,,,,,,2.99,,N,,,,,,,14,,,
#kellogg-s-pringles-crisps-ranch-5-5oz-1-regular,CSILW34VQA5IO6VPBZ7GC46I,Kellogg's Pringles Crisps Ranch 5.5oz [427917m],Regular,427917M,,,,,,,38000138720,,Physical good,,,,,,,,2.99,,N,,,,,,,0,,,
#kinder-bueno-hazelnut-chocolate-candy-1-5oz-regular,74LIGSEHRKM7G4WYULCAIIVW,Kinder Bueno Hazelnut Chocolate Candy 1.5oz,Regular,C066321,,"Cookies > candy, water > Snacks",Cookies > candy,,,,9800000555,,Physical good,,,,,,,,1.89,,N,,,,N,,,36,,,
#kinder-joy--regular,ADEKDAK7Z6SVUNPKCZVI2NRJ,Kinder Joy,Regular,256853T,,Cookies > candy,Cookies > candy,,,,985234,,Physical good,,,,,,,,1.99,,N,,,,N,,,20,,,
#kit-kat-milk-chocolate-wafer-king-size-candy-bars-3-oz-4-count-regular,ASVN7LMMYWG2GXT7JRNRJDY5,Kit Kat® Milk Chocolate Wafer King Size Candy  Bars 3 oz  4 Count,Regular,237444L,,water > Snacks,water > Snacks,,,,34000228881,visible,Physical good,,,,,,,,10,,N,,,,N,,,,,,
#kitkat-1-55-oz-regular,AWIVQ5DLUIL7OGUSGXBBGRBA,KitKat 1.55 oz,Regular,S373214,,Cookies > candy,Cookies > candy,,,,3424607,,Physical good,,,,,,,,1.99,,N,,,,,,,35,,,
#kitkat-minis-unwrapped-regular,GYKWISYKNX5GSELIVGM2VJEZ,KitKat Minis Unwrapped,Regular,34000236831,,,,,,,,,Physical good,,,,,,,,1.99,,N,,,,N,,,4,,,
#kool-aid-jammers-cherry-flavored-juice-drink-40-pouches-regular,I3TJ3ZKA6MRCJKRF6RVKM2XI,Kool-Aid Jammers Cherry Flavored Juice Drink (40 Pouches,Regular,M494552,,Chips > Drinks,Chips > Drinks,,,,43000028261,visible,Physical good,,,,,,,,3.99,,N,,,,N,,,1,,,
#kool-aid-jammers-grape-artificially-flavored-soft-drink-10-ct-box-regular,5LTJSZLABXIDCXVJRRES3ZMD,"Kool-Aid Jammers Grape Artificially Flavored Soft Drink, 10 ct Box",Regular,B020376,,Chips > Drinks,Chips > Drinks,,,,43000028285,visible,Physical good,,,,,,,,3.99,,N,,,,N,,,1,,,
#kool-aid-jammers-tropical-punch-artificially-flavored-drink-10-ct-box-regular,YG4UT2V5XOCKTLGMCKJMQSAG,"Kool-Aid Jammers Tropical Punch Artificially Flavored Drink, 10 Ct Box",Regular,1386909,,Chips > Drinks,Chips > Drinks,,,,43000028254,visible,Physical good,,,,,,,,3.99,,N,,,,N,,,2,,,
#krabby-patties-gummy-candy-2-54oz-regular,5QNQ5YKVANKTKIYIOPH6OKAS,Krabby Patties Gummy Candy 2.54oz,Regular,X989726,,water > Snacks,water > Snacks,,,,41376102325,,Physical good,,,,,,,,1.89,,N,,,,,,,1,,,
#lalvin-wine-yeast-ec-1118-10pk-regular,SVSNPGKFTB22RLTHP6VNG7Z5,Lalvin Wine Yeast Ec-1118 10pk,Regular,Y144031,,,,,,,49000045840,visible,Physical good,,,,,,,,6.69,,N,,,,N,,,11,,,
#lay-s-classic-potato-chips-oz-bag-regular,KF3CHJIBOS7EH3VZT6AUTHK6,Lay S Classic Potato Chips oz Bag,Regular,7498546,,,,,,,,,Physical good,,,,,,,,4.99,,N,,,,,,,3,,,
#lay-s-classic-potato-chips-oz-bag-1-regular,MTZDUFIKPF74OU7DZ7OY6ZBL,Lay S Classic Potato Chips oz Bag [4041160],Regular,4041160,,,,,,,,,Physical good,,,,,,,,4.99,,N,,,,,,,2,,,
#lay-s-potato-chips-sour-cream-flavor-regular,7CUGWFZHPNY2AJ6VXLO42OOG,Lay S Potato Chips & Sour Cream Flavor,Regular,3906157,,,,,,,,,Physical good,,,,,,,,4.99,,N,,,,,,,2,,,
#lay-s-potato-chips-barbecue-flavor-oz-bag-regular,N6W24XY6NGWN4AAKKNNOM4LQ,Lay S Potato Chips Barbecue Flavor oz Bag,Regular,28400200684,,Chips,Chips,,,,,,Physical good,,,,,,,,4.99,,N,,,,,,,4,,,
#lay-s-potato-chips-classic-flavor-oz-bag-regular,N7W36VXMGN3P7ST3F7HRHB3P,Lay S Potato Chips Classic Flavor oz Bag,Regular,528564R,,,,,,,,,Physical good,,,,,,,,4.99,,N,,,,,,,2,,,
#lay-s-potato-chips-cream-onion-flavor-oz-bag-regular,MCBFYNTKZNPPKEEBYOIFRKRF,Lay S Potato Chips Cream & Onion Flavor oz Bag,Regular,443773P,,,,,,,,,Physical good,,,,,,,,4.99,,N,,,,,,,2,,,
#lay-s-potato-chips-flavor-oz-bag-regular,7W5UGOZENKYPYE5GDREXM7XQ,Lay S Potato Chips Flavor oz Bag,Regular,671229X,,,,,,,,,Physical good,,,,,,,,4.99,,N,,,,,,,4,,,
#lay-s-potato-chips-flavor-oz-bag-1-regular,2B2457S7JT4HPRG3CGVJI7QW,Lay S Potato Chips Flavor oz Bag [t811226],Regular,T811226,,,,,,,,,Physical good,,,,,,,,4.99,,N,,,,,,,2,,,
#lay-s-potato-chips-southern-heat-barbecue-flavor-oz-bag-regular,PCVIQYI2DLUTNH7UDBAOBLIG,Lay S Potato Chips Southern Heat Barbecue Flavor oz Bag,Regular,28400201292,,,,,,,,,Physical good,,,,,,,,4.99,,N,,,,,,,1,,,
#lay-s-potato-chips-vinegar-flavor-oz-bag-regular,3NCQG43TPZDVIDOY6X6HBBJ4,Lay S Potato Chips Vinegar Flavor oz Bag,Regular,1459142,,,,,,,,,Physical good,,,,,,,,4.99,,N,,,,,,,2,,,
#lay-s-potato-chips-pickle-flavor-oz-bag-regular,7RG3KZA23AMEWHB4INPE7RIP,Lay S Potato Chips pickle Flavor oz Bag,Regular,6306407,,,,,,,,,Physical good,,,,,,,,4.99,,N,,,,,,,4,,,
#lay-s-wavy-potato-chips-bbq-flavor-oz-bag-regular,NJTGNPCF2XTZQ763IB5BBHAU,Lay S Wavy Potato Chips BBQ Flavor oz Bag,Regular,E044920,,,,,,,,,Physical good,,,,,,,,4.99,,N,,,,,,,1,,,
#lay-s-2-625-oz-limon-regular,D5MHSQZR4ZJFXB7JR7QTO3G4,Lay's 2.625 oz Limon,Regular,644156E,,,,,,,,,Physical good,,,,,,,,2.69,,N,,,,,,,4,,,
#lay-s-2-625-oz-limon-1-regular,CJX7B4NLMLXCIUDPPPRPDBTA,Lay's 2.625 oz Limon [p146202],Regular,P146202,,,,,,,28400770125,,Physical good,,,,,,Y,Y,2.69,,N,,,,,,,-3,,,
#lay-s-all-dressed-potato-chips-regular,SHPSY5VP67YAVKLKY7BVPQZU,Lay's All Dressed Potato Chips,Regular,D288137,,,,,,,,,Physical good,,,,,,,,4.99,,N,,,,,,,2,,,
#lay-s-classic-potato-chips-regular,NUFE7SVB7DMDMZ4PQL22KS77,Lay's Classic Potato Chips,Regular,989725T,,,,,,,28400770088,,Physical good,,,,,,Y,Y,2.69,,N,,,,,,,-2,,,
#lay-s-classic-potato-chips-1-regular,QE45A3JWKCCQ5GH75DLZVZYQ,Lay's Classic Potato Chips [1109991],Regular,1109991,,,,,,,,,Physical good,,,,,,,,2.69,,N,,,,,,,5,,,
#lay-s-french-onion-dip-15oz-regular,YFSI3PAZ527Q6MCWVSQGLYHT,Lay's French Onion Dip- 15oz,Regular,730977Z,,Dip sause,Dip sause,,,,28400070942,visible,Physical good,,,,,,,,5,,N,,,,N,,,10,,,
#lay-s-french-onion-dip-5oz-regular,NTRKYOWFML6FOUF2IWM3SS7F,Lay's French Onion Dip- 5oz,Regular,Y189609,,Dip sause,Dip sause,,,,,,Physical good,,,,,,,,1.39,,N,,,,N,,,2,,,
